Sales_Date,Store,Month,Weekday,Sales,Unit_Price,State,Climate,Promo,Test20t,Test50t
10/04/2009,86,10,1,5.3,2.78867925,AM,EQUATORIAL / HOT / HUMID,0,1,1
10/05/2009,86,10,2,51.99,2.48855549,AM,EQUATORIAL / HOT / HUMID,0,1,1
10/06/2009,86,10,3,95.29,2.27977752,AM,EQUATORIAL / HOT / HUMID,1,1,1
10/07/2009,86,10,4,55.58,2.48938467,AM,EQUATORIAL / HOT / HUMID,1,1,1
10/08/2009,86,10,5,56.71,2.78945512,AM,EQUATORIAL / HOT / HUMID,0,1,1
11/01/2009,86,11,1,85.55,1.98971362,AM,EQUATORIAL / HOT / HUMID,1,1,1
11/02/2009,86,11,2,75.74,2.28993927,AM,EQUATORIAL / HOT / HUMID,1,1,1
11/04/2009,86,11,4,115.5,2.78987013,AM,EQUATORIAL / HOT / HUMID,0,1,1
11/05/2009,86,11,5,59.43,2.48948343,AM,EQUATORIAL / HOT / HUMID,0,1,1
11/06/2009,86,11,6,98.58,1.98985595,AM,EQUATORIAL / HOT / HUMID,1,1,1
11/07/2009,86,11,7,21.05,2.78954869,AM,EQUATORIAL / HOT / HUMID,0,1,1
11/08/2009,86,11,1,59.51,2.79028735,AM,EQUATORIAL / HOT / HUMID,0,1,1
12/01/2009,86,12,3,80.5,1.98944099,AM,EQUATORIAL / HOT / HUMID,1,1,1
12/02/2009,86,12,4,43.66,2.58955566,AM,EQUATORIAL / HOT / HUMID,1,1,1
12/04/2009,86,12,6,40.25,2.78832298,AM,EQUATORIAL / HOT / HUMID,0,1,1
12/05/2009,86,12,7,54.71,2.48894169,AM,EQUATORIAL / HOT / HUMID,0,1,1
12/06/2009,86,12,1,89.79,1.99008798,AM,EQUATORIAL / HOT / HUMID,1,1,1
12/07/2009,86,12,2,9.97,2.7883651,AM,EQUATORIAL / HOT / HUMID,0,1,1
12/08/2009,86,12,3,165.67,2.28967224,AM,EQUATORIAL / HOT / HUMID,1,1,1
1/07/2008,248,1,2,51.87,1.98978215,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/08/2008,248,1,3,55.14,2.5901342,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/09/2008,248,1,4,34.59,2.80080948,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/10/2008,248,1,5,3.77,2.35013263,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/11/2008,248,1,6,59.66,2.11783439,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/12/2008,248,1,7,15.14,2.7992074,AM,EQUATORIAL / HOT / HUMID,0,0,0
2/07/2008,248,2,5,105.79,1.98950751,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/08/2008,248,2,6,117.16,2.64996586,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/09/2008,248,2,7,11.14,2.8016158,AM,EQUATORIAL / HOT / HUMID,0,0,0
2/10/2008,248,2,1,18.46,2.29035753,AM,EQUATORIAL / HOT / HUMID,0,0,0
2/11/2008,248,2,2,19.85,1.89118388,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/12/2008,248,2,3,9.1,2.29120879,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/07/2008,248,3,6,21.24,2.29048964,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/08/2008,248,3,7,46.52,2.64961307,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/09/2008,248,3,1,105.7,1.79006623,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/10/2008,248,3,2,21.04,2.4904943,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/11/2008,248,3,3,44.91,2.00578936,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/12/2008,248,3,4,39.57,2.49027041,AM,EQUATORIAL / HOT / HUMID,1,0,0
4/07/2008,248,4,2,37.68,2.58996815,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/08/2008,248,4,3,39.63,2.65102195,AM,EQUATORIAL / HOT / HUMID,1,0,0
4/09/2008,248,4,4,21.28,2.78994361,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/10/2008,248,4,5,19.78,2.80131446,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/11/2008,248,4,6,38.11,2.79952768,AM,EQUATORIAL / HOT / HUMID,0,0,0
5/07/2008,248,5,4,59.6,2.2897651,AM,EQUATORIAL / HOT / HUMID,0,0,0
5/08/2008,248,5,5,49.99,2.49029806,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/09/2008,248,5,6,9.36,2.13675214,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/10/2008,248,5,7,8.37,2.8004779,AM,EQUATORIAL / HOT / HUMID,0,0,0
5/11/2008,248,5,1,59.57,2.29041464,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/12/2008,248,5,2,43.11,2.29041986,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/07/2008,248,6,7,29.86,2.29002009,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/08/2008,248,6,1,195.25,1.77997439,AM,EQUATORIAL / HOT / HUMID,1,0,0
6/09/2008,248,6,2,38.82,1.88974755,AM,EQUATORIAL / HOT / HUMID,1,0,0
6/10/2008,248,6,3,20.31,2.80009847,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/11/2008,248,6,4,24.9,2.40080321,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/12/2008,248,6,5,134.22,1.9802563,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/07/2008,248,7,2,48.91,2.28951135,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/08/2008,248,7,3,40.26,2.80004968,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/09/2008,248,7,4,18.44,1.89099783,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/10/2008,248,7,5,17.85,2.29131653,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/11/2008,248,7,6,60.32,2.29045093,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/12/2008,248,7,7,40.57,2.49001725,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/13/2008,248,7,1,10.14,2.58974359,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/14/2008,248,7,2,16.2,2.58950617,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/15/2008,248,7,3,47.7,2.58972746,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/16/2008,248,7,4,146.11,1.88987749,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/17/2008,248,7,5,40.58,2.4898965,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/18/2008,248,7,6,22.77,2.58981116,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/19/2008,248,7,7,22.88,1.49300699,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/20/2008,248,7,1,11.33,1.29037952,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/21/2008,248,7,2,4.84,2.2892562,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/22/2008,248,7,3,58.89,2.59059263,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/23/2008,248,7,4,163.5,1.56122324,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/24/2008,248,7,5,16.28,2.59090909,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/25/2008,248,7,6,8.41,2.5921522,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/26/2008,248,7,7,119.53,1.85192002,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/27/2008,248,7,1,64.41,1.8503338,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/28/2008,248,7,2,75.41,1.85041772,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/29/2008,248,7,3,49.57,2.49041759,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/30/2008,248,7,4,96.02,2.59029369,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/31/2008,248,7,5,61.69,2.58972281,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/07/2008,248,8,5,40.6,2.58004926,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/08/2008,248,8,6,56.02,2.7998929,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/09/2008,248,8,7,27.19,1.89040088,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/10/2008,248,8,1,131.66,1.89001975,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/11/2008,248,8,2,92.5,1.94972973,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/12/2008,248,8,3,32.64,2.80055147,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/13/2008,248,8,4,142.44,1.78980623,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/14/2008,248,8,5,46.29,2.79974076,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/15/2008,248,8,6,47.78,2.47300126,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/16/2008,248,8,7,36.5,2.72465753,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/17/2008,248,8,1,13.63,2.28980191,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/18/2008,248,8,2,10.43,2.29050815,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/19/2008,248,8,3,40.59,2.80068983,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/20/2008,248,8,4,116.3,1.98013758,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/21/2008,248,8,5,53.19,1.97988344,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/22/2008,248,8,6,45.59,1.98003948,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/23/2008,248,8,7,59.4,1.97962963,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/24/2008,248,8,1,14.88,1.98051075,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/25/2008,248,8,2,21.76,1.98023897,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/26/2008,248,8,3,7.81,2.69014085,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/27/2008,248,8,4,160.72,1.79006969,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/28/2008,248,8,5,44.67,2.47638236,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/29/2008,248,8,6,16.6,2.49036145,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/30/2008,248,8,7,14.09,2.8012775,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/31/2008,248,8,1,15.09,2.80185553,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/07/2008,248,9,1,51.8,2.57895753,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/08/2008,248,9,2,65.02,2.80006152,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/09/2008,248,9,3,10.85,2.47557604,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/10/2008,248,9,4,42.86,1.94377042,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/11/2008,248,9,5,34.34,1.95020384,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/12/2008,248,9,6,26.77,2.77175943,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/13/2008,248,9,7,9.44,2.29237288,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/14/2008,248,9,1,1.31,2.29007634,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/15/2008,248,9,2,2.44,2.59836066,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/16/2008,248,9,3,5.4,2.79814815,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/17/2008,248,9,4,7.57,2.29194188,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/18/2008,248,9,5,3.41,2.29032258,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/19/2008,248,9,6,4.34,2.29032258,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/20/2008,248,9,7,8.99,1.58064516,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/21/2008,248,9,1,4.3,1.57906977,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/22/2008,248,9,2,3.66,1.57923497,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/23/2008,248,9,3,6.24,2.58814103,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/24/2008,248,9,4,19.36,1.69059917,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/25/2008,248,9,5,17.73,2.58883249,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/26/2008,248,9,6,18.88,2.69014831,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/27/2008,248,9,7,104.51,1.81877332,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/28/2008,248,9,1,24.63,1.58993098,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/29/2008,248,9,2,3.16,2.59493671,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/30/2008,248,9,3,0.41,2.6097561,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/07/2008,248,10,3,21.59,2.59055118,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/08/2008,248,10,4,33.86,2.80005907,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/09/2008,248,10,5,48.33,1.77984689,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/10/2008,248,10,6,46.63,1.98648938,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/11/2008,248,10,7,24.05,2.55550936,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/12/2008,248,10,1,163.58,1.84998166,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/13/2008,248,10,2,26.16,2.29013761,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/14/2008,248,10,3,32.47,2.80043117,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/15/2008,248,10,4,57.51,2.28934098,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/16/2008,248,10,5,34.45,2.80029028,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/17/2008,248,10,6,25.09,2.49103228,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/18/2008,248,10,7,46.25,2.18983784,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/19/2008,248,10,1,14.88,2.18951613,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/20/2008,248,10,2,19.03,2.18970047,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/21/2008,248,10,3,51.95,2.48970164,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/22/2008,248,10,4,153.99,1.85037989,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/23/2008,248,10,5,13.05,2.19003831,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/24/2008,248,10,6,2.87,2.4912892,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/25/2008,248,10,7,5.27,2.39089184,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/26/2008,248,10,1,5.87,2.49063032,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/27/2008,248,10,2,50.22,2.49024293,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/28/2008,248,10,3,52.48,2.48990091,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/29/2008,248,10,4,50.91,2.59006089,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/30/2008,248,10,5,38.71,2.26943942,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/31/2008,248,10,6,49.69,2.59710203,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/07/2008,248,11,6,26.75,2.59065421,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/08/2008,248,11,7,35.69,2.79994396,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/09/2008,248,11,1,10.47,2.80038204,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/10/2008,248,11,2,61.8,2.29012945,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/11/2008,248,11,3,39.92,1.99048096,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/12/2008,248,11,4,87.36,1.9896978,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/13/2008,248,11,5,17.32,2.54676674,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/14/2008,248,11,6,32.71,2.399572,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/15/2008,248,11,7,36.86,2.49023332,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/16/2008,248,11,1,47.32,1.88947591,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/17/2008,248,11,2,13.84,2.49060694,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/18/2008,248,11,3,18.22,2.80021954,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/19/2008,248,11,4,71.24,1.98006738,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/20/2008,248,11,5,25.34,1.98973954,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/21/2008,248,11,6,25.49,2.38995685,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/22/2008,248,11,7,44.95,2.78998888,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/23/2008,248,11,1,15.24,2.79068241,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/24/2008,248,11,2,11.5,2.79217391,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/25/2008,248,11,3,22.72,2.29049296,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/26/2008,248,11,4,15.16,1.87994723,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/27/2008,248,11,5,13.25,2.28981132,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/28/2008,248,11,6,7.03,2.79943101,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/29/2008,248,11,7,9.74,1.98870637,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/30/2008,248,11,1,4.52,2.69247788,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/07/2008,248,12,1,34.62,2.59012132,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/08/2008,248,12,2,59.47,2.49033126,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/09/2008,248,12,3,6.12,2.80065359,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/10/2008,248,12,4,10.61,2.29029218,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/11/2008,248,12,5,63.14,1.89056066,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/12/2008,248,12,6,36.48,1.9904057,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/13/2008,248,12,7,80.65,1.9899566,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/14/2008,248,12,1,41.83,1.98995936,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/15/2008,248,12,2,41.43,2.29012793,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/16/2008,248,12,3,44.74,2.2901207,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/17/2008,248,12,4,150.19,1.89013916,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/18/2008,248,12,5,46.44,1.96791559,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/19/2008,248,12,6,47.24,2.29064352,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/20/2008,248,12,7,60.06,2.7998668,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/21/2008,248,12,1,19.14,2.80041797,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/22/2008,248,12,2,25.93,2.80061705,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/23/2008,248,12,3,66.53,1.99022997,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/24/2008,248,12,4,116.33,1.97997077,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/26/2008,248,12,6,41.9,2.650358,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/27/2008,248,12,7,28.36,2.25070522,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/28/2008,248,12,1,18.08,2.2505531,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/29/2008,248,12,2,42.61,2.24313541,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/30/2008,248,12,3,115.05,1.99000435,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/31/2008,248,12,4,121.22,1.98960568,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/02/2009,248,1,6,17.17,2.59114735,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/04/2009,248,1,1,204.83,1.98989406,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/05/2009,248,1,2,23.93,2.19055579,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/06/2009,248,1,3,23.64,2.47758037,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/07/2009,248,1,4,731.7,0.98010113,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/08/2009,248,1,5,144.22,1.88995978,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/13/2009,248,1,3,39.26,2.55094244,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/14/2009,248,1,4,101.47,1.85020203,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/15/2009,248,1,5,48.83,2.1900471,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/16/2009,248,1,6,47.03,2.19009143,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/17/2009,248,1,7,62.61,2.1902252,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/18/2009,248,1,1,18.08,2.19026549,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/19/2009,248,1,2,13.97,2.19255548,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/20/2009,248,1,3,53.89,2.19020226,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/21/2009,248,1,4,174.59,1.49023426,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/22/2009,248,1,5,31.66,2.5897031,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/23/2009,248,1,6,18.96,2.59018987,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/24/2009,248,1,7,14.61,2.59069131,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/25/2009,248,1,1,7.15,2.59440559,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/26/2009,248,1,2,29.53,2.59024721,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/27/2009,248,1,3,75.53,2.59009665,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/28/2009,248,1,4,167.25,1.88017937,AM,EQUATORIAL / HOT / HUMID,1,0,1
1/29/2009,248,1,5,24.9,2.58995984,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/30/2009,248,1,6,22.35,2.59060403,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/31/2009,248,1,7,22.7,2.59030837,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/01/2009,248,2,1,43.85,2.25017104,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/02/2009,248,2,2,8.39,2.58998808,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/04/2009,248,2,4,60.1,2.68985025,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/05/2009,248,2,5,59.57,2.19002854,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/06/2009,248,2,6,14.68,2.39100817,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/07/2009,248,2,7,69.49,2.78989783,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/08/2009,248,2,1,77.34,1.89022498,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/13/2009,248,2,6,6.76,2.59023669,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/14/2009,248,2,7,0.77,2.50649351,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/15/2009,248,2,1,1.06,2.49056604,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/17/2009,248,2,3,98.3,2.49033571,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/18/2009,248,2,4,145.95,2.39054471,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/19/2009,248,2,5,27.26,2.48972854,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/20/2009,248,2,6,49.23,2.58968109,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/21/2009,248,2,7,84.49,2.48988046,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/22/2009,248,2,1,23.89,2.49058183,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/23/2009,248,2,2,45.91,2.49030712,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/24/2009,248,2,3,18.81,2.48963317,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/25/2009,248,2,4,60.03,2.39063801,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/26/2009,248,2,5,50.78,2.4901536,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/27/2009,248,2,6,36.82,2.79005975,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/28/2009,248,2,7,31.52,2.79060914,AM,EQUATORIAL / HOT / HUMID,1,0,1
3/01/2009,248,3,1,43.97,2.79986354,AM,EQUATORIAL / HOT / HUMID,0,0,1
3/02/2009,248,3,2,45.26,2.59014582,AM,EQUATORIAL / HOT / HUMID,1,0,1
3/04/2009,248,3,4,65.89,2.68963424,AM,EQUATORIAL / HOT / HUMID,0,0,1
3/05/2009,248,3,5,22.11,2.18815016,AM,EQUATORIAL / HOT / HUMID,0,0,1
3/06/2009,248,3,6,58.25,2.28703863,AM,EQUATORIAL / HOT / HUMID,1,0,1
3/07/2009,248,3,7,43.89,2.78992937,AM,EQUATORIAL / HOT / HUMID,0,0,1
3/08/2009,248,3,1,49.57,2.3899536,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/01/2009,248,4,4,13.35,2.80074906,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/02/2009,248,4,5,258.51,1.4899617,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/04/2009,248,4,7,57.05,2.68974584,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/05/2009,248,4,1,28.79,2.19034387,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/06/2009,248,4,2,35.87,2.79091163,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/07/2009,248,4,3,53.73,2.45542527,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/08/2009,248,4,4,76.64,2.3901357,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/13/2009,248,4,2,31.6,2.78987342,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/14/2009,248,4,3,37.47,2.31972244,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/15/2009,248,4,4,145.04,1.97966078,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/16/2009,248,4,5,46.91,1.78938393,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/17/2009,248,4,6,40.32,2.79042659,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/18/2009,248,4,7,45.22,2.32198142,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/19/2009,248,4,1,11.46,2.19109948,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/20/2009,248,4,2,32.03,2.77083984,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/21/2009,248,4,3,16.95,2.79115044,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/22/2009,248,4,4,60.13,2.21935806,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/23/2009,248,4,5,52.82,2.14615676,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/24/2009,248,4,6,54.7,1.98994516,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/25/2009,248,4,7,50.96,2.32299843,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/26/2009,248,4,1,36.83,1.88976378,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/27/2009,248,4,2,40.18,1.88974614,AM,EQUATORIAL / HOT / HUMID,1,0,1
4/28/2009,248,4,3,29.04,2.79132231,AM,EQUATORIAL / HOT / HUMID,0,0,1
4/29/2009,248,4,4,803.87,0.98009628,AM,EQUATORIAL / HOT / HUMID,1,0,1
